p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,player,alg,uci
.,.,r,.,.,r,k,.,p,p,.,.,.,p,p,p,.,.,n,q,p,.,n,.,.,B,.,p,.,.,.,.,.,.,.,P,.,.,P,.,P,.,N,.,.,.,.,P,.,P,P,Q,.,P,.,.,.,.,K,R,.,.,.,R,black,Na5,c6a5
.,.,r,.,.,r,k,.,p,p,.,.,.,p,p,p,.,.,.,q,p,.,n,.,n,B,.,p,.,.,.,.,.,.,.,P,.,.,P,.,P,.,N,.,.,.,.,P,.,P,P,Q,.,P,.,.,.,K,.,R,.,.,.,R,black,Nc4,a5c4
.,.,r,.,.,r,k,.,p,p,.,.,.,p,p,p,.,.,.,q,p,.,n,.,.,.,.,p,.,.,.,.,.,.,B,P,.,.,P,.,P,.,N,.,.,.,.,P,.,P,P,Q,.,P,.,.,.,K,.,R,.,.,.,R,black,Rxc4,c8c4
.,.,.,.,.,r,k,.,p,p,.,.,.,p,p,p,.,.,.,q,p,.,n,.,.,.,.,p,.,.,.,.,.,.,r,P,.,.,P,.,P,P,N,.,.,.,.,P,.,.,P,Q,.,P,.,.,.,K,.,R,.,.,.,R,black,Rc6,c4c6
.,.,.,.,.,r,k,.,p,p,.,.,.,p,p,p,.,.,r,q,p,.,n,.,.,N,.,p,.,.,.,.,.,.,.,P,.,.,P,.,P,P,.,.,.,.,.,P,.,.,P,Q,.,P,.,.,.,K,.,R,.,.,.,R,black,Qb8,d6b8
.,q,.,.,.,r,k,.,p,p,.,.,.,p,p,p,.,.,r,.,p,.,n,.,.,N,.,p,.,.,.,.,.,.,.,P,.,.,P,P,P,P,.,.,.,.,.,.,.,.,P,Q,.,P,.,.,.,K,.,R,.,.,.,R,black,a6,a7a6
.,q,.,.,.,r,k,.,.,p,.,.,.,p,p,p,p,.,r,.,p,.,n,.,.,N,.,p,.,.,.,P,.,.,.,P,.,.,P,.,P,P,.,.,.,.,.,.,.,.,P,Q,.,P,.,.,.,K,.,R,.,.,.,R,black,Nf4,g6f4
.,q,.,.,.,r,k,.,.,p,.,.,.,p,p,p,p,.,r,.,p,.,.,.,.,.,.,p,.,.,.,P,.,.,.,P,.,n,P,.,P,P,N,.,.,.,.,.,.,.,P,Q,.,P,.,.,.,K,.,R,.,.,.,R,black,Rfc8,f8c8
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,N,R,white,Nf3,g1f3
r,n,b,q,k,b,n,r,p,p,.,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,.,R,white,g3,g2g3
r,.,b,q,k,b,n,r,p,p,.,p,p,p,p,p,.,.,n,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,P,.,P,P,P,P,P,P,.,P,R,N,B,Q,K,B,.,R,white,d4,d2d4
r,.,b,q,k,b,n,r,p,p,.,p,p,p,p,p,.,.,n,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,N,P,.,P,P,P,.,P,P,.,P,R,N,B,Q,K,B,.,R,white,Nxd4,f3d4
r,.,b,q,k,b,n,r,p,p,.,p,p,p,.,p,.,.,n,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,.,.,.,.,.,.,P,.,P,P,P,.,P,P,.,P,R,N,B,Q,K,B,.,R,white,Bg2,f1g2
r,.,b,q,k,.,n,r,p,p,.,p,p,p,b,p,.,.,n,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,.,.,.,.,.,.,P,.,P,P,P,.,P,P,B,P,R,N,B,Q,K,.,.,R,white,Nxc6,d4c6
r,.,b,q,k,.,n,r,p,.,.,p,p,p,b,p,.,.,p,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,P,P,P,.,P,P,B,P,R,N,B,Q,K,.,.,R,white,O-O,e1g1
r,.,b,q,k,.,.,r,p,.,.,p,p,p,b,p,.,.,p,.,.,n,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,P,P,P,.,P,P,B,P,R,N,B,Q,.,R,K,.,white,Nd2,b1d2
r,.,b,q,k,.,.,r,p,.,.,.,p,p,b,p,.,.,p,.,.,n,p,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,P,P,P,N,P,P,B,P,R,.,B,Q,.,R,K,.,white,c4,c2c4
r,.,b,q,.,r,k,.,p,.,.,.,p,p,b,p,.,.,p,.,.,n,p,.,.,.,.,p,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,P,.,P,P,.,N,P,P,B,P,R,.,B,Q,.,R,K,.,white,Nb3,d2b3
r,.,.,q,.,r,k,.,p,.,.,.,p,p,b,p,b,.,p,.,.,n,p,.,.,.,.,p,.,.,.,.,.,.,P,.,.,.,.,.,.,N,.,.,.,.,P,.,P,P,.,.,P,P,B,P,R,.,B,Q,.,R,K,.,white,cxd5,c4d5
r,.,.,q,.,r,k,.,p,.,.,.,p,p,b,p,b,.,.,.,.,n,p,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,P,.,P,P,.,.,P,P,B,P,R,.,B,Q,.,R,K,.,white,Nc5,b3c5
r,.,b,q,.,r,k,.,p,.,.,.,p,p,b,p,.,.,.,.,.,n,p,.,.,.,N,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,P,P,.,.,P,P,B,P,R,.,B,Q,.,R,K,.,white,Be3,c1e3
.,r,b,q,.,r,k,.,p,.,.,.,p,p,b,p,.,.,.,.,.,n,p,.,.,.,N,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,B,.,P,.,P,P,.,.,P,P,B,P,R,.,.,Q,.,R,K,.,white,b3,b2b3
.,r,b,q,.,r,k,.,p,.,.,n,p,p,b,p,.,.,.,.,.,.,p,.,.,.,N,p,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,B,.,P,.,P,.,.,.,P,P,B,P,R,.,.,Q,.,R,K,.,white,Rc1,a1c1
.,r,b,q,r,.,k,.,p,.,.,n,p,p,b,p,.,.,.,.,.,.,p,.,.,.,N,p,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,B,.,P,.,P,.,.,.,P,P,B,P,.,.,R,Q,.,R,K,.,white,Qxd5,d1d5
.,r,b,q,r,.,k,.,p,.,.,.,p,p,b,p,.,.,.,.,.,.,p,.,.,.,n,Q,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,B,.,P,.,P,.,.,.,P,P,B,P,.,.,R,.,.,R,K,.,white,Qxc5,d5c5
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,.,P,P,P,R,N,B,Q,K,B,N,R,black,c6,c7c6
r,n,b,q,k,b,n,r,p,p,.,p,p,p,p,p,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,N,.,.,.,.,.,P,P,P,P,.,P,P,P,R,.,B,Q,K,B,N,R,black,d5,d7d5
r,n,b,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,p,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,P,.,.,.,.,.,N,.,.,N,.,.,P,P,P,P,.,P,P,P,R,.,B,Q,K,B,.,R,black,Bg4,c8g4
r,n,.,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,p,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,P,.,b,.,.,.,N,.,.,N,.,P,P,P,P,P,.,P,P,.,R,.,B,Q,K,B,.,R,black,Bh5,g4h5
r,n,.,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,p,.,.,.,.,.,.,.,.,p,.,.,.,b,.,.,.,.,P,.,P,.,.,.,N,.,.,N,.,P,P,P,P,P,.,P,.,.,R,.,B,Q,K,B,.,R,black,Bg6,h5g6
r,n,.,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,p,.,.,.,b,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,P,.,.,.,N,.,.,N,.,P,P,P,P,P,.,P,.,.,R,.,B,Q,K,B,.,R,black,cxd5,c6d5
r,n,.,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,.,.,.,.,b,.,.,B,.,p,.,.,.,.,.,.,.,.,.,.,P,.,.,.,N,.,.,N,.,P,P,P,P,P,.,P,.,.,R,.,B,Q,K,.,.,R,black,Nc6,b8c6
r,.,.,q,k,b,n,r,p,p,.,.,p,p,p,p,.,.,n,.,.,.,b,.,.,B,.,p,.,.,.,.,.,.,.,P,.,.,P,.,.,.,N,.,.,N,.,P,P,P,P,.,.,P,.,.,R,.,B,Q,K,.,.,R,black,e6,e7e6
r,.,.,q,k,b,n,r,p,p,.,.,.,p,p,p,.,.,n,.,p,.,b,.,.,B,.,p,N,.,.,.,.,.,.,P,.,.,P,.,.,.,N,.,.,.,.,P,P,P,P,.,.,P,.,.,R,.,B,Q,K,.,.,R,black,Rc8,a8c8
.,.,r,q,k,b,n,r,p,p,.,.,.,p,p,p,.,.,n,.,p,.,N,.,.,B,.,p,.,.,.,.,.,.,.,P,.,.,P,.,.,.,N,.,.,.,.,P,P,P,P,.,.,P,.,.,R,.,B,Q,K,.,.,R,black,hxg6,h7g6
.,.,r,q,k,b,n,r,p,p,.,.,.,p,p,.,.,.,n,.,p,.,p,.,.,B,.,p,.,.,.,.,.,.,.,P,.,B,P,.,.,.,N,.,.,.,.,P,P,P,P,.,.,P,.,.,R,.,.,Q,K,.,.,R,black,Bb4,f8b4
.,.,r,q,k,.,n,r,p,p,.,.,.,p,p,.,.,.,n,.,p,.,p,.,.,B,.,p,.,.,.,.,.,b,.,P,.,B,P,.,.,.,N,Q,.,.,.,P,P,P,P,.,.,P,.,.,R,.,.,.,K,.,.,R,black,Ne7,g8e7
.,.,r,q,k,.,.,r,p,p,.,.,n,p,p,.,.,.,n,.,p,.,p,.,.,B,.,p,.,.,.,.,.,b,.,P,.,B,P,.,P,.,N,Q,.,.,.,P,.,P,P,.,.,P,.,.,R,.,.,.,K,.,.,R,black,Bd6,b4d6
.,.,r,q,k,.,.,r,p,p,.,.,n,p,p,.,.,.,n,b,p,.,p,.,.,B,.,p,.,.,.,.,.,.,.,P,.,B,P,.,P,.,.,Q,.,.,.,P,.,P,P,.,N,P,.,.,R,.,.,.,K,.,.,R,black,Bxf4,d6f4
.,.,r,q,k,.,.,r,p,p,.,.,n,p,p,.,.,.,n,.,p,.,p,.,.,B,.,p,.,.,.,.,.,.,.,P,.,N,P,.,P,.,.,Q,.,.,.,P,.,P,P,.,.,P,.,.,R,.,.,.,K,.,.,R,black,Qd6,d8d6
.,.,r,.,k,.,.,r,p,p,.,.,n,p,p,.,.,.,n,q,p,.,p,.,.,B,.,p,.,.,.,.,.,.,.,P,.,N,P,.,P,.,.,.,Q,.,.,P,.,P,P,.,.,P,.,.,R,.,.,.,K,.,.,R,black,a6,a7a6
.,.,r,.,k,.,.,r,.,p,.,.,n,p,p,.,p,.,n,q,p,.,p,.,.,.,.,p,.,.,.,.,.,.,.,P,.,N,P,.,P,.,.,B,Q,.,.,P,.,P,P,.,.,P,.,.,R,.,.,.,K,.,.,R,black,Nxd4,c6d4
.,.,r,.,k,.,.,r,.,p,.,.,n,p,p,.,p,.,.,q,p,.,N,.,.,.,.,p,.,.,.,.,.,.,.,n,.,.,P,.,P,.,.,B,Q,.,.,P,.,P,P,.,.,P,.,.,R,.,.,.,K,.,.,R,black,Nxg6,e7g6
.,.,r,.,k,.,.,r,.,p,.,.,.,p,p,.,p,.,.,q,p,.,n,.,.,.,.,p,.,.,.,.,.,.,.,Q,.,.,P,.,P,.,.,B,.,.,.,P,.,P,P,.,.,P,.,.,R,.,.,.,K,.,.,R,black,e5,e6e5
.,.,r,.,k,.,.,r,.,p,.,.,.,p,p,.,p,.,.,q,.,.,n,.,.,.,.,p,p,.,.,.,.,.,.,.,.,.,P,.,P,.,.,B,Q,.,.,P,.,P,P,.,.,P,.,.,R,.,.,.,K,.,.,R,black,Nf4,g6f4
.,.,r,.,k,.,.,r,.,p,.,.,.,p,p,.,p,.,.,q,.,.,.,.,.,.,.,p,p,.,.,.,.,.,.,.,.,n,P,.,P,.,.,B,Q,.,.,P,.,P,P,.,.,P,.,.,.,.,K,R,.,.,.,R,black,O-O,e8g8
.,.,r,.,.,r,k,.,.,p,.,.,.,p,p,.,p,.,.,q,.,.,.,.,.,.,.,p,p,.,.,.,.,.,.,.,.,n,P,P,P,.,.,B,Q,.,.,.,.,P,P,.,.,P,.,.,.,.,K,R,.,.,.,R,black,Rc6,c8c6
.,.,.,.,.,r,k,.,.,p,.,.,.,p,p,.,p,.,r,q,.,.,.,.,.,.,.,p,p,.,.,P,.,.,.,.,.,n,P,.,P,.,.,B,Q,.,.,.,.,P,P,.,.,P,.,.,.,.,K,R,.,.,.,R,black,Rfc8,f8c8
.,.,r,.,.,.,k,.,.,p,.,.,.,p,p,.,p,.,r,q,.,.,.,.,.,.,.,p,p,.,.,P,.,.,.,.,.,n,P,.,P,.,.,B,Q,.,.,.,.,P,P,R,.,P,.,.,.,.,K,.,.,.,.,R,black,Qc5,d6c5
.,.,r,.,.,.,k,.,.,p,.,.,.,p,p,.,p,.,r,.,.,.,.,.,.,.,Q,p,p,.,.,P,.,.,.,.,.,n,P,.,P,.,.,B,.,.,.,.,.,P,P,R,.,P,.,.,.,.,K,.,.,.,.,R,black,Rxc5,c6c5
.,.,r,.,.,.,k,.,.,p,.,.,.,p,p,.,p,.,.,.,.,.,.,.,.,.,r,p,p,B,.,P,.,.,.,.,.,n,P,.,P,.,.,.,.,.,.,.,.,P,P,R,.,P,.,.,.,.,K,.,.,.,.,R,black,R8c7,c8c7
.,.,.,.,.,.,k,.,.,p,r,.,.,p,p,.,p,.,.,.,.,.,.,.,.,.,r,p,p,B,P,P,.,.,.,.,.,n,.,.,P,.,.,.,.,.,.,.,.,P,P,R,.,P,.,.,.,.,K,.,.,.,.,R,black,e4,e5e4
.,.,.,.,.,.,k,.,.,p,r,.,.,p,p,.,p,.,.,.,.,.,P,.,.,.,r,p,.,B,.,P,.,.,.,.,p,n,.,.,P,.,.,.,.,.,.,.,.,P,P,R,.,P,.,.,.,.,K,.,.,.,.,R,black,Rb5,c5b5
.,.,.,.,.,.,k,.,.,p,r,.,.,p,p,.,p,.,.,.,.,.,P,.,.,r,.,p,.,B,.,P,.,.,.,.,p,n,.,.,P,.,.,.,.,.,.,.,.,P,P,R,.,P,.,.,.,K,.,.,.,.,.,R,black,Re7,c7e7
.,.,.,.,.,.,k,.,.,p,.,.,r,p,p,.,p,.,.,.,.,.,P,.,.,r,.,p,.,B,.,P,.,.,.,.,p,n,.,R,P,.,.,.,.,.,.,.,.,P,P,R,.,P,.,.,.,K,.,.,.,.,.,.,black,Ne6,f4e6
.,.,.,.,.,.,k,.,.,p,.,.,r,P,p,.,p,.,.,.,n,.,.,.,.,r,.,p,.,B,.,P,.,.,.,.,p,.,.,R,P,.,.,.,.,.,.,.,.,P,P,R,.,P,.,.,.,K,.,.,.,.,.,.,black,Kxf7,g8f7
.,.,.,.,.,.,.,.,.,p,.,.,r,k,p,.,p,.,.,.,n,.,B,.,.,r,.,p,.,.,.,P,.,.,.,.,p,.,.,R,P,.,.,.,.,.,.,.,.,P,P,R,.,P,.,.,.,K,.,.,.,.,.,.,black,Kf6,f7f6
.,.,.,.,.,.,.,.,.,p,.,.,r,.,p,.,p,.,.,.,n,k,B,.,.,r,.,p,.,.,.,P,.,.,.,.,p,.,.,.,P,.,.,.,.,.,.,R,.,P,P,R,.,P,.,.,.,K,.,.,.,.,.,.,black,Nf4,e6f4
.,.,.,.,.,.,.,.,.,p,.,.,r,.,p,.,p,.,.,.,.,k,B,.,.,r,.,p,.,.,.,P,.,.,.,.,p,n,.,.,P,.,.,.,.,.,R,.,.,P,P,R,.,P,.,.,.,K,.,.,.,.,.,.,black,Re5,e7e5
.,.,.,.,.,.,.,.,.,p,.,.,.,.,p,.,p,.,.,.,.,k,B,.,.,r,.,p,r,.,.,P,.,.,.,.,p,n,.,.,P,P,.,.,.,.,R,.,.,.,P,R,.,P,.,.,.,K,.,.,.,.,.,.,black,Rc5,b5c5
.,.,.,.,.,.,.,.,.,p,.,.,.,.,p,.,p,.,.,.,.,k,B,.,.,.,r,p,r,.,.,P,.,.,.,.,p,n,.,.,P,P,.,.,.,.,R,.,.,.,P,.,.,P,.,.,.,K,.,R,.,.,.,.,black,Nxh5,f4h5
.,.,.,.,.,.,.,.,.,p,.,.,.,.,p,.,p,.,.,.,.,k,.,.,.,.,r,p,r,.,.,B,.,.,.,.,p,.,.,.,P,P,.,.,.,.,R,.,.,.,P,.,.,P,.,.,.,K,.,R,.,.,.,.,black,Rxh5,e5h5
.,.,.,.,.,.,.,.,.,p,.,.,.,.,p,.,p,.,.,.,.,k,.,.,.,.,r,p,.,.,.,r,.,.,.,.,p,.,.,.,P,P,.,.,.,.,R,.,.,.,P,.,.,P,.,.,.,K,.,.,.,.,R,.,black,g5,g7g5
.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,k,.,.,.,.,r,p,.,.,p,r,.,.,.,.,p,.,.,.,P,P,.,.,.,.,R,.,.,K,P,.,.,P,.,.,.,.,.,.,.,.,R,.,black,d4,d5d4
.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,k,.,.,.,.,r,.,.,.,p,r,.,P,.,p,p,.,.,.,P,.,.,.,.,.,R,.,.,K,P,.,.,P,.,.,.,.,.,.,.,.,R,.,black,Rf5,c5f5
.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,k,.,.,.,.,.,.,.,r,p,r,.,P,.,p,p,.,R,.,P,.,.,.,.,.,.,.,.,K,P,.,.,P,.,.,.,.,.,.,.,.,R,.,black,Rf4,f5f4
.,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,k,.,.,.,.,.,.,.,.,p,r,.,P,.,p,p,R,.,.,P,.,.,.,.,.,.,.,.,K,P,.,.,P,.,.,.,.,.,.,.,.,R,.,black,gxf4,g5f4
.,.,.,.,.,.,R,.,.,p,.,.,.,.,.,.,p,.,.,.,.,k,.,.,.,.,.,.,.,.,.,r,.,P,.,p,p,p,.,.,P,.,.,.,.,.,.,.,.,K,P,.,.,P,.,.,.,.,.,.,.,.,.,.,black,e3,e4e3
.,.,.,.,.,R,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,k,.,.,.,.,.,.,.,.,.,r,.,P,.,p,.,p,.,.,P,.,.,.,p,.,.,.,.,K,P,.,.,P,.,.,.,.,.,.,.,.,.,.,black,Kg5,f6g5
.,.,.,.,.,R,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,k,r,.,P,.,p,.,p,.,.,P,.,.,.,P,.,.,.,.,K,P,.,.,.,.,.,.,.,.,.,.,.,.,.,black,dxe3,d4e3
.,.,.,.,.,.,R,.,.,p,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,k,r,.,P,.,.,.,p,.,.,P,.,.,.,p,.,.,.,.,K,P,.,.,.,.,.,.,.,.,.,.,.,.,.,black,Kh4,g5h4
r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,N,R,white,d4,d2d4
r,n,b,q,k,b,n,r,p,p,p,p,.,p,p,p,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,.,.,.,.,.,P,P,P,.,P,P,P,P,R,N,B,Q,K,B,N,R,white,c4,c2c4
r,n,b,q,k,b,n,r,p,p,p,.,.,p,p,p,.,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,.,.,P,P,.,.,.,.,.,.,.,.,.,.,.,.,P,P,.,.,P,P,P,P,R,N,B,Q,K,B,N,R,white,Nc3,b1c3
r,n,b,q,k,b,.,r,p,p,p,.,.,p,p,p,.,.,.,.,p,n,.,.,.,.,.,p,.,.,.,.,.,.,P,P,.,.,.,.,.,.,N,.,.,.,.,.,P,P,.,.,P,P,P,P,R,.,B,Q,K,B,N,R,white,Bg5,c1g5
r,n,b,q,k,.,.,r,p,p,p,.,b,p,p,p,.,.,.,.,p,n,.,.,.,.,.,p,.,.,B,.,.,.,P,P,.,.,.,.,.,.,N,.,.,.,.,.,P,P,.,.,P,P,P,P,R,.,.,Q,K,B,N,R,white,e3,e2e3
r,n,b,q,k,.,.,r,p,p,p,.,b,p,p,.,.,.,.,.,p,n,.,p,.,.,.,p,.,.,B,.,.,.,P,P,.,.,.,.,.,.,N,.,P,.,.,.,P,P,.,.,.,P,P,P,R,.,.,Q,K,B,N,R,white,Bh4,g5h4
r,.,b,q,k,.,.,r,p,p,p,n,b,p,p,.,.,.,.,.,p,n,.,p,.,.,.,p,.,.,.,.,.,.,P,P,.,.,.,B,.,.,N,.,P,.,.,.,P,P,.,.,.,P,P,P,R,.,.,Q,K,B,N,R,white,Nf3,g1f3
r,.,b,q,k,.,.,r,p,p,.,n,b,p,p,.,.,.,.,.,p,n,.,p,.,.,p,p,.,.,.,.,.,.,P,P,.,.,.,B,.,.,N,.,P,N,.,.,P,P,.,.,.,P,P,P,R,.,.,Q,K,B,.,R,white,cxd5,c4d5
r,.,b,q,k,.,.,r,p,p,.,n,b,p,p,.,.,.,.,.,.,n,.,p,.,.,p,p,.,.,.,.,.,.,.,P,.,.,.,B,.,.,N,.,P,N,.,.,P,P,.,.,.,P,P,P,R,.,.,Q,K,B,.,R,white,dxc5,d4c5
r,.,b,q,k,.,.,r,p,p,.,.,b,p,p,.,.,.,.,.,.,n,.,p,.,.,n,p,.,.,.,.,.,.,.,.,.,.,.,B,.,.,N,.,P,N,.,.,P,P,.,.,.,P,P,P,R,.,.,Q,K,B,.,R,white,Bb5+,f1b5
r,.,.,q,k,.,.,r,p,p,.,b,b,p,p,.,.,.,.,.,.,n,.,p,.,B,n,p,.,.,.,.,.,.,.,.,.,.,.,B,.,.,N,.,P,N,.,.,P,P,.,.,.,P,P,P,R,.,.,Q,K,.,.,R,white,Bxf6,h4f6
r,.,.,q,k,.,.,r,p,p,.,b,.,p,p,.,.,.,.,.,.,b,.,p,.,B,n,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,P,N,.,.,P,P,.,.,.,P,P,P,R,.,.,Q,K,.,.,R,white,Qxd5,d1d5
r,.,.,q,k,.,.,r,p,p,.,.,.,p,p,.,.,.,.,.,.,b,.,p,.,b,n,Q,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,P,N,.,.,P,P,.,.,.,P,P,P,R,.,.,.,K,.,.,R,white,Qxc5,d5c5
r,.,.,q,k,.,.,r,p,p,.,.,.,p,p,.,.,.,b,.,.,b,.,p,.,.,Q,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,P,N,.,.,P,P,.,.,.,P,P,P,R,.,.,.,K,.,.,R,white,Rd1,a1d1
r,.,.,.,k,.,.,r,p,p,.,.,.,p,p,.,.,q,b,.,.,b,.,p,.,.,Q,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N,.,P,N,.,.,P,P,.,.,.,P,P,P,.,.,.,R,K,.,.,R,white,Qa3,c5a3
r,.,.,.,k,.,.,r,p,p,.,.,.,p,p,.,.,q,b,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Q,.,b,.,P,N,.,.,P,P,.,.,.,P,P,P,.,.,.,R,K,.,.,R,white,Qxc3,a3c3
r,.,.,.,.,r,k,.,p,p,.,.,.,p,p,.,.,q,b,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Q,.,P,N,.,.,P,P,.,.,.,P,P,P,.,.,.,R,K,.,.,R,white,O-O,e1g1
r,.,.,.,.,r,k,.,p,p,.,.,.,p,p,.,.,q,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Q,.,P,b,.,.,P,P,.,.,.,P,P,P,.,.,.,R,.,R,K,.,white,gxf3,g2f3
r,.,.,.,.,r,k,.,p,p,.,.,.,p,p,.,.,.,.,.,.,.,q,p,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Q,.,P,P,.,.,P,P,.,.,.,P,.,P,.,.,.,R,.,R,K,.,white,Kh1,g1h1
r,.,.,.,.,r,k,.,p,p,.,.,.,p,p,.,.,.,.,.,.,.,.,p,.,.,.,.,.,q,.,.,.,.,.,.,.,.,.,.,.,.,Q,.,P,P,.,.,P,P,.,.,.,P,.,P,.,.,.,R,.,R,.,K,white,e4,e3e4
r,.,.,.,.,r,k,.,p,p,.,.,.,p,p,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,P,q,.,.,.,.,Q,.,.,P,.,.,P,P,.,.,.,P,.,P,.,.,.,R,.,R,.,K,white,Qe3,c3e3
r,.,.,.,.,r,k,.,p,p,.,.,.,p,p,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,q,P,.,.,P,P,.,.,.,P,.,P,.,.,.,R,.,R,.,K,white,fxe3,f2e3
.,.,.,r,.,r,k,.,p,p,.,.,.,p,p,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,P,P,.,.,P,P,.,.,.,.,.,P,.,.,.,R,.,R,.,K,white,Kg2,h1g2
.,.,.,r,r,.,k,.,p,p,.,.,.,p,p,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,P,P,.,.,P,P,.,.,.,.,K,P,.,.,.,R,.,R,.,.,white,h4,h2h4
.,.,.,r,r,k,.,.,p,p,.,.,.,p,p,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,P,.,.,.,.,P,P,.,.,P,P,.,.,.,.,K,.,.,.,.,R,.,R,.,.,white,Kg3,g2g3
.,.,.,r,r,.,.,.,p,p,.,.,k,p,p,.,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,P,.,.,.,.,P,P,K,.,P,P,.,.,.,.,.,.,.,.,.,R,.,R,.,.,white,Kf4,g3f4
.,.,.,r,r,.,.,.,p,p,.,.,.,p,p,.,.,.,.,.,.,k,.,p,.,.,.,.,.,.,.,.,.,.,.,.,P,K,.,P,.,.,.,.,P,P,.,.,P,P,.,.,.,.,.,.,.,.,.,R,.,R,.,.,white,e5+,e4e5
